collection,contributor,coverage,creator,date,description,duration,language,licenseurl,mediatype,runtime,scanner,subject[0],subject[1],subject[2],subject[3],subject[4],subject[5],subject[6],subject[7],title,year
rubenerdshow,Ruben Schade,Sydney, Australia,Ruben Schade,2019-04-15,<p><strong>43:59</strong> – Join Ruben in a soulful, bronchital state; a word that almost certainly doesn’t exist. Topics include Maslow’s Hierarchy of Needs, secret apartment doors, Apple keyboards really are that bad, stabbing myself in the eye with a poster, Australia’s obsessive coffee culture, Arashiyama in Kyoto, and accidental beverages. Break song by the delightful <a href="https://www.youtube.com/watch?v=5u_7jSPp3aw">Good Mythical Morning gents</a> who trained a predictive text bot.</p><p style="font-style:italic" class="show-licence">Recorded in Sydney, Australia. Licence for this track: <a rel="license" href="http://creativecommons.org/licenses/by/3.0/">Creative Commons Attribution 3.0</a>. Attribution: Ruben Schade.</p><p style="font-style:italic" class="show-release">Released April 2019 on <a href="https://rubenerd.com/">Rubenerd</a> and <a href="http://onsug.com/">The Overnightscape Underground</a>, an Internet talk radio channel focusing on a freeform monologue style, with diverse and fascinating hosts (this one notwithstanding).</p><p style="font-style:italic;" class="show-subscribe">Subscribe with <a href="https://itunes.apple.com/au/podcast/rubenerd-show/id1003680071">iTunes</a>, <a href="http://pca.st/ybXl">Pocket Casts</a>, <a href="https://overcast.fm/itunes1003680071/rub-nerd-show">Overcast</a> or add <a href="https://rubenerd.com/show/feed/">this feed</a> to your podcast client.</p><p style="font-style:italic" class="show-thanks">Special thanks to the <a href="https://archive.org/details/rubenerdshow">Internet Archive</a>; their generous hosting makes this show possible.</p>,43:59,eng,http://creativecommons.org/licenses/by/3.0/,audio,43:59,Rubenerd Podcast Uploader 5000,audio magazine,internet radio show,new time radio,onsug,overnightscape underground,podcasts,recorded in sydney,rubenerd,Rubenerd Show 394: The hierarchical coffee episode,2019
